id,label,pageranks,twitter_score,audience_sw_apr_june24,Hard News,topic_niv1,clusters_legend,date_fusion,SPEL,CPPAP,ORG,PROPR,media_category,lrecon_23_mean,antielite_salience_23_mean,eu_position_23_mean,refugees_23_mean,galtan_23_mean
478,Nantes-Revoltee.com,0.000277,"0,098153854",12414,TRUE,Actu,Gauche - Extrême Gauche,2012,FALSE,FALSE,|||,||||,,,,,,
479,Comarketing-News.fr,0.000453,"0,098151213",101849,FALSE,Marketing,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
480,Komitid.fr,0.000635,"0,09811295",128529,TRUE,Actu,Gauche - Extrême Gauche,2018,TRUE,TRUE,|||,||||,NaN,4.079,5.706,5.649,7.698,3.589
481,Topsante.com,0.000623,"0,097929874",14190000,FALSE,Santé,Lifestyle – Santé – TV,2014,TRUE,FALSE,|||,||||,Leisure and Health,5.373,5.911,4.93,6.701,5.411
482,Leddv.fr,0.000293,"0,097826992",23005,TRUE,Actu,Droite - Extrême Droite,1932,FALSE,FALSE,|||,||||,NaN,5.326,4.963,6.085,7.464,4.759
483,Agefi.fr,0.001109,"0,097479054",575779,TRUE,Economie,Economique - Tech - Gaming,1911,TRUE,FALSE,Groupe L’Opinion|||,Bernard Arnault|Claude Perdriel|Famille Bettencourt|Ken Fisher|Nicolas Beytout,IT & Consumer,5.699,5.103,5.939,7.21,5.184
484,Centre-Presse.fr,0.0003,"0,096524135",655430,TRUE,Actu_Locale,PQR - Sport - Météo,2000,TRUE,TRUE,Groupe NRCO|Groupe La Montagne||,Famille Saint-Cricq||||,PQR & Mag,4.953,4.973,6.173,7.826,4.29
485,Tendanceouest.com,0.000679,"0,096402444",1791000,TRUE,Actu_Locale,PQR - Sport - Météo,1982,TRUE,TRUE,|||,||||,PQR & Mag,5.561,5.092,5.734,7.511,5.217
487,Gamergen.com,0.000528,"0,095135886",2542000,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
488,Connaissancedesarts.com,0.001332,"0,094972619",2676000,FALSE,Culture,Droite - Extrême Droite,,TRUE,TRUE,|||,||||,NaN,5.396,5.147,5.808,7.305,4.976
489,Connaissancedesenergies.org,0.001125,"0,094857668",533299,TRUE,Ecologie,Economique - Tech - Gaming,2011,TRUE,TRUE,|||,||||,NaN,5.427,4.943,6.183,7.495,4.772
491,Macg.co,0.00076,"0,09437349",1993000,FALSE,Technologie,Economique - Tech - Gaming,2012,TRUE,FALSE,|||,||||,,,,,,
492,Welovetennis.fr,0.000317,"0,09432684",24800000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
493,La-Bas.org,0.00069,"0,09376664",325149,TRUE,Actu,Gauche - Extrême Gauche,2015,TRUE,TRUE,|||,||||,,,,,,
494,Lamanchelibre.fr,0.000554,"0,093149799",2407000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,|||,||||,NaN,5.377,5.523,5.374,7.084,5.226
495,Touteleurope.eu,0.001951,"0,092952478",6455000,TRUE,Actu,Droite - Extrême Droite,1992,TRUE,TRUE,|||,||||,NaN,5.366,5.426,5.605,7.126,5.045
496,Lhistoire.fr,0.000785,"0,092661807",920977,FALSE,Culture,Gauche - Extrême Gauche,,TRUE,FALSE,Groupe Perdriel|LVMH||,Bernard Arnault|Claude Perdriel|||,,,,,,
497,Lemondedudroit.fr,0.000423,"0,092656815",198319,TRUE,Droit,Economique - Tech - Gaming,2007,FALSE,FALSE,|||,||||,,,,,,
498,Julienchieze.com,0,"0,092574875",15887,FALSE,Jeux_Vidéo,Divers,,FALSE,FALSE,|||,||||,,,,,,
499,Diacritik.com,0.000432,"0,092421723",153702,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,NaN,3.871,6.679,4.444,7.056,4.022
501,Terrafemina.com,0.000856,"0,091763695",1122000,FALSE,Lifestyle,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,NaN,4.716,5.606,5.487,7.333,4.428
502,Lejournaltoulousain.fr,0.000296,"0,091689331",1316000,TRUE,Actu_Locale,PQR - Sport - Météo,1997,TRUE,TRUE,|||,||||,NaN,4.906,5.746,5.268,7.176,4.728
503,Multinationales.org,0.000581,"0,091548319",68337,TRUE,Actu,Gauche - Extrême Gauche,2013,TRUE,TRUE,|||,||||,,,,,,
504,Ndf.fr,0.000327,"0,091239967",56277,TRUE,Actu,Droite - Extrême Droite,2011,FALSE,FALSE,|||,||||,,,,,,
505,Thebigwhale.io,0.000468,"0,091235368",174151,TRUE,Economie,Economique - Tech - Gaming,2022,TRUE,TRUE,|||,||||,,,,,,
506,Projetarcadie.com,0.000445,"0,091208231",60158,TRUE,Actu,Divers,2015,TRUE,TRUE,|||,||||,,,,,,
507,Ktotv.com,0.000464,"0,091117037",1470000,TRUE,Actu,Droite - Extrême Droite,1999,FALSE,FALSE,|||,||||,,,,,,
508,Coins.fr,0.000332,"0,090886305",79451,TRUE,Economie,Economique - Tech - Gaming,2008,FALSE,FALSE,|||,||||,,,,,,
509,24Matins.fr,0.000547,"0,090853815",375900,TRUE,Actu,PQR - Sport - Météo,2006,FALSE,FALSE,|||,||||,PQR & Mag,5.394,6.455,4.29,6.286,5.824
510,Etresouverain.com,0.000312,"0,090477475",105307,TRUE,Actu,Extrême Droite - Réinformation,2019,FALSE,FALSE,|||,||||,,,,,,
511,Xbox-Mag.net,0,"0,090365192",246398,FALSE,Jeux_Vidéo,Divers,,FALSE,FALSE,|||,||||,,,,,,
512,Ash.tm.fr,0.000299,"0,089897874",227049,TRUE,Education,PQR - Sport - Météo,1998,TRUE,FALSE,|||,||||,,,,,,
513,Chassepassion.net,0.000268,"0,089877624",3611000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,NaN,5.704,6.383,4.363,6.18,6.091
514,Syndicalismehebdo.fr,0.000271,"0,089844763",293442,TRUE,Actu,Gauche - Extrême Gauche,2020,TRUE,TRUE,|||,||||,NaN,4.883,4.398,6.949,8.137,3.802
515,Meretmarine.com,0.000733,"0,089276304",1872000,TRUE,Transports,Economique - Tech - Gaming,2005,TRUE,FALSE,|||,||||,NaN,5.976,4.784,6.371,7.415,5.21
517,Generation-Nt.com,0.000991,"0,08906939",2674000,FALSE,Technologie,Economique - Tech - Gaming,2001,TRUE,FALSE,|||,||||,,,,,,
518,Lemondeencommun.info,0.000262,"0,089069185",5000,TRUE,Actu,Gauche - Extrême Gauche,2020,FALSE,FALSE,|||,||||,,,,,,
519,Jovanovic.com,0.000313,"0,127472442",350054,TRUE,Actu,Economique - Tech - Gaming,1998,FALSE,FALSE,|||,||||,,,,,,
520,Revolution-Energetique.com,0.000451,"0,088948067",1759000,TRUE,Ecologie,Economique - Tech - Gaming,2018,TRUE,TRUE,|||,||||,NaN,5.123,5.685,5.268,7.025,4.978
521,Actugaming.net,0.000441,"0,088941136",2031000,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
522,Lundi.am,0.000749,"0,088582935",265360,TRUE,Actu,Gauche - Extrême Gauche,2014,FALSE,FALSE,|||,||||,Left Wing,3.617,6.906,4.316,7.203,3.764
523,Nextplz.fr,0.000369,"0,088554534",6812000,FALSE,People,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
524,Africaintelligence.fr,0.003156,"0,088335364",415313,TRUE,Actu,Gauche - Extrême Gauche,1981,TRUE,TRUE,|||,||||,NaN,5.275,6.107,4.911,6.709,5.271
525,Neozone.org,0.000514,"0,088323811",6090000,FALSE,Lifestyle,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,NaN,5.411,5.713,5.22,6.864,5.291
526,Air-Journal.fr,0.001322,"0,08807744",3624000,TRUE,Transports,Economique - Tech - Gaming,2016,TRUE,FALSE,|||,||||,NaN,5.613,6.303,4.538,6.386,5.85
527,Cultinfos.com,0,"0,088049453",81838,FALSE,People,Divers,,FALSE,FALSE,|||,||||,,,,,,
528,Football365.fr,0.000522,"0,087607017",8933000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
529,Imerod.fr,0.000317,"0,087590998",69168,FALSE,Jeux_Vidéo,Divers,,FALSE,FALSE,|||,||||,,,,,,
530,Begeek.fr,0.000604,"0,08744863",1059000,FALSE,Technologie,Economique - Tech - Gaming,2006,FALSE,FALSE,|||,||||,,,,,,
531,Basketeurope.com,0.000398,"0,086702557",992721,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
533,Tomsguide.fr,0.000908,"0,086675696",5614000,FALSE,Technologie,Economique - Tech - Gaming,2000,FALSE,FALSE,|||,||||,IT & Consumer,5.599,5.776,5.079,6.697,5.579
534,Lenouveleconomiste.fr,0.00045,"0,086519755",354708,TRUE,Economie,Economique - Tech - Gaming,1976,TRUE,TRUE,|||,||||,Right Wing,5.683,5.052,5.919,7.293,5.183
535,Ouillade.eu,0.000264,"0,086270414",667795,TRUE,Actu_Locale,Divers,2010,FALSE,FALSE,|||,||||,,,,,,
536,Pourquoidocteur.fr,0.000578,"0,086145888",4693000,FALSE,Santé,Lifestyle – Santé – TV,2010,TRUE,FALSE,|||,||||,Leisure and Health,5.478,5.972,4.855,6.579,5.563
537,Lebigdata.fr,0.00078,"0,086101372",1534000,FALSE,Technologie,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,NaN,5.931,5.847,4.897,6.434,6.024
538,Corsenetinfos.corsica,0.000417,"0,086018357",1539000,TRUE,Actu_Locale,Divers,2012,TRUE,TRUE,|||,||||,PQR & Mag,4.976,6.112,4.108,6.343,5.639
539,Autohebdo.fr,0.000567,"0,085910587",3265000,FALSE,Transports,Economique - Tech - Gaming,1976,TRUE,FALSE,|||,||||,,,,,,
540,Lachainemeteo.com,0.001433,"0,085834979",90080000,FALSE,Météo,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
541,Paris-Luttes.info,0.000488,"0,08565409",215777,TRUE,Actu_Locale,Gauche - Extrême Gauche,2013,FALSE,FALSE,|||,||||,,,,,,
542,Calciomio.fr,0.000327,"0,085315536",188019,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
543,Allodocteurs.fr,0.003022,"0,085226217",4939000,FALSE,Santé,Lifestyle – Santé – TV,2005,FALSE,FALSE,|||,||||,Leisure and Health,5.577,5.399,5.6,7.089,5.228
544,Covidemence.com,0.000282,"0,085099181",57649,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,,,,,,
545,Radioorient.com,0.000318,"0,084755266",200525,TRUE,Actu,Gauche - Extrême Gauche,1981,FALSE,FALSE,|||,||||,,,,,,
546,Parisfans.fr,0.000278,"0,084565226",1863000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
547,Revuepolitique.fr,0.000738,"0,084229408",69304,TRUE,Actu,Droite - Extrême Droite,1894,TRUE,TRUE,|||,||||,NaN,6.079,5.553,5.248,6.719,5.961
548,Satellifacts.com,0.000418,"0,084193169",55735,TRUE,Marketing,Lifestyle – Santé – TV,1995,TRUE,FALSE,|||,||||,,,,,,
549,Citoyens.com,0.000302,"0,084118434",771097,TRUE,Actu_Locale,Gauche - Extrême Gauche,2011,TRUE,TRUE,|||,||||,,,,,,
550,Meteo.bzh,0.00038,"0,083908739",975118,FALSE,Météo,Extrême Droite - Réinformation,,FALSE,FALSE,|||,||||,,,,,,
551,Revuedesdeuxmondes.fr,0.000894,"0,083822259",200753,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,NaN,5.801,5.28,5.607,6.968,5.524
552,Demotivateur.fr,0.000596,"0,08359102",12680000,FALSE,Lifestyle,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,NaN,5.312,6.291,4.517,6.406,5.609
553,Envertetcontretous.fr,0.000311,"0,083552745",7504000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
554,Socialter.fr,0.000715,"0,083354403",112854,TRUE,Ecologie,Gauche - Extrême Gauche,2013,TRUE,TRUE,|||,||||,NaN,3.835,6.271,4.985,7.435,3.667
555,Michelduchaine.com,0.000282,"0,083232956",14745,TRUE,Actu,Extrême Droite - Réinformation,2013,FALSE,FALSE,|||,||||,,,,,,
556,Theatrum-Belli.com,0.000452,"0,082994385",245487,TRUE,Sécurité,Droite - Extrême Droite,2006,FALSE,FALSE,|||,||||,,,,,,
557,Zayactu.org,0.00026,"0,082612659",36271,TRUE,Actu_Locale,PQR - Sport - Météo,2012,FALSE,FALSE,|||,||||,,,,,,
559,Db-Z.com,0.000258,"0,082438241",798065,FALSE,BD,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
560,Cnetfrance.fr,0.001497,"0,082363695",3180000,FALSE,Technologie,Economique - Tech - Gaming,,TRUE,FALSE,|||,||||,NaN,5.527,5.555,5.37,6.962,5.331
561,Infos-Sport.com,0.000258,"0,082309015",40523,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
562,Lemondemoderne.media,0.000365,"0,082182196",16636,TRUE,Actu,Extrême Droite - Réinformation,2021,FALSE,FALSE,|||,||||,NaN,4.267,7.656,3.092,6.12,5.199
563,Fabula.org,0.000623,"0,081894695",555418,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,NaN,4.081,6.213,4.994,7.41,3.926
564,Senscritique.com,0.001103,"0,081893733",30750000,FALSE,Culture,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
565,Genethique.org,0.000313,"0,081891644",166395,TRUE,Santé,Droite - Extrême Droite,2000,FALSE,FALSE,|||,||||,NaN,6.285,6.409,4.07,5.736,6.868
566,Peopleactmagazine.fr,0.000258,"0,081877026",397949,FALSE,People,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
568,Pourlascience.fr,0.00111,"0,081309667",1128000,FALSE,Sciences,Economique - Tech - Gaming,,TRUE,TRUE,|||,||||,,,,,,
569,Juste-Milieu.fr,0.000301,"0,081230671",369149,TRUE,Actu,Droite - Extrême Droite,2021,FALSE,FALSE,|||,||||,NaN,5.6,8.344,1.776,4.396,7.505
570,Informationnationaliste.fr,0.000329,"0,081215929",5501,TRUE,Actu,Droite - Extrême Droite,2020,FALSE,FALSE,|||,||||,,,,,,
571,Lemagit.fr,0.000933,"0,08107871",605050,TRUE,Technologie,Economique - Tech - Gaming,2008,FALSE,FALSE,|||,||||,NaN,6.006,4.419,6.817,7.757,4.958
572,Befoot.net,0.000275,"0,080808624",177035,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
573,Vitisphere.com,0.00072,"0,080376683",847820,TRUE,Agriculture,Divers,2000,TRUE,FALSE,|||,||||,NaN,5.909,4.082,7.188,8.05,4.683
574,Rue89Bordeaux.com,0.000442,"0,08032388",217955,TRUE,Actu_Locale,Gauche - Extrême Gauche,2014,TRUE,TRUE,|||,||||,Left Wing,3.719,6.277,4.923,7.492,3.618
575,Paristeam.fr,0.000319,"0,079990526",2187000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
576,Lardennais.fr,0.000905,"0,079430233",2270000,TRUE,Actu_Locale,PQR - Sport - Météo,1989,TRUE,TRUE,|||,||||,NaN,5.497,5.464,5.519,7.32,5.172
577,Jforum.fr,0.000311,"0,078944402",465203,TRUE,Actu,Droite - Extrême Droite,2008,FALSE,FALSE,|||,||||,,,,,,
578,Chevallier.biz,0.000272,"0,078381683",5000,TRUE,Economie,Extrême Droite - Réinformation,2009,FALSE,FALSE,|||,||||,,,,,,
579,Automobile-Magazine.fr,0.000731,"0,078256813",12790000,FALSE,Transports,Economique - Tech - Gaming,,TRUE,FALSE,|||,||||,NaN,5.61,6.656,3.975,5.938,6.258
580,Maritima.info,0.000394,"0,07809074",499840,TRUE,Actu_Locale,PQR - Sport - Météo,2010,FALSE,FALSE,|||,||||,,,,,,
581,Lecourrierdelatlas.com,0.000393,"0,077741416",137735,TRUE,Actu,Droite - Extrême Droite,2007,FALSE,FALSE,|||,||||,NaN,4.729,6.091,4.935,6.988,4.738
582,Doingbuzz.com,0.000258,"0,077564338",389110,FALSE,Lifestyle,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
583,Tourmag.com,0.000533,"0,077167246",1446000,FALSE,Tourisme,Divers,,TRUE,FALSE,|||,||||,NaN,5.881,4.738,6.406,7.575,5.048
584,Relais-Info.fr,0.000261,"0,076578996",39903,TRUE,Actu,Extrême Droite - Réinformation,2021,FALSE,FALSE,|||,||||,NaN,5.63,8.598,1.375,4.095,7.744
585,Leblogtvnews.com,0.00028,"0,076406571",1437000,FALSE,TV,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,,,,,,
586,Consollection.com,0.000258,"0,075977398",34395,FALSE,Jeux_Vidéo,Droite - Extrême Droite,,FALSE,FALSE,|||,||||,,,,,,
587,Quinzemondial.com,0.000477,"0,075925239",5176000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
588,Millenium.org,0.001969,"0,075433657",29060000,FALSE,Jeux_Vidéo,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
589,Iletaitunepub.fr,0.000316,"0,075228007",1194000,FALSE,Lifestyle,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,NaN,5.371,7.39,3.074,5.462,6.507
590,Faire-Face.fr,0.000329,"0,075135483",184279,FALSE,Santé,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,NaN,5.324,4.884,6.275,7.631,4.598
591,News365.fr,0.000258,"0,074955616",5000,FALSE,People,Divers,,FALSE,FALSE,|||,||||,,,,,,
592,Lobservateur.fr,0.000297,"0,074674521",435879,TRUE,Actu_Locale,Lifestyle – Santé – TV,1834,TRUE,TRUE,|||,||||,NaN,4.99,5.806,5.074,7.153,4.944
593,Lanticapitaliste.org,0.000477,"0,074502285",116989,TRUE,Actu,Gauche - Extrême Gauche,2009,FALSE,FALSE,|||,||||,,,,,,
595,Pokemontrash.com,0.000318,"0,074447583",761086,FALSE,BD,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
596,Revuecommune.fr,0.000272,"0,07426604",5314,FALSE,Culture,Gauche - Extrême Gauche,,FALSE,FALSE,|||,||||,,,,,,
597,Chassons.com,0.000287,"0,074024348",1110000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,NaN,5.505,5.773,5.123,6.825,5.433
598,Manga-News.com,0.000362,"0,073864612",3236000,FALSE,BD,Divers,,FALSE,FALSE,|||,||||,,,,,,
599,Observatoiredumensonge.com,0.000262,"0,073752829",64470,TRUE,Actu,Droite - Extrême Droite,2013,FALSE,FALSE,|||,||||,,,,,,
600,Psychologies.com,0.001318,"0,073338617",8168000,FALSE,Santé,Lifestyle – Santé – TV,1970,TRUE,FALSE,|||,||||,,,,,,
601,Livreshebdo.fr,0.001311,"0,073170105",920239,FALSE,Culture,Divers,,TRUE,FALSE,|||,||||,NaN,5.161,5.335,5.734,7.323,4.725
602,Lactucitoyenne.fr,0.000272,"0,072701275",447004,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,NaN,5.413,7.86,2.491,5.086,6.824
604,Footmarseille.com,0.000321,"0,072102983",6353000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
605,Olyrix.com,0.00031,"0,071678433",201376,FALSE,Culture,Droite - Extrême Droite,,FALSE,FALSE,|||,||||,,,,,,
606,Aulnaycap.com,0.000268,"0,071440441",54966,TRUE,Actu_Locale,Droite - Extrême Droite,2012,FALSE,FALSE,|||,||||,,,,,,
607,Village-Justice.com,0.000937,"0,071336017",4168000,TRUE,Droit,Economique - Tech - Gaming,1997,FALSE,FALSE,|||,||||,NaN,5.462,5.427,5.597,7.165,5.098
608,Jhm.fr,0.000403,"0,070997848",1207000,TRUE,Actu_Locale,Droite - Extrême Droite,1944,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,NaN,5.693,4.912,6.171,7.515,5.03
609,Purebreak.com,0.000499,"0,0699775",7986000,FALSE,Lifestyle,Lifestyle – Santé – TV,,TRUE,FALSE,|||,||||,,,,,,
610,Jeune-Nation.com,0.000287,"0,06947928",43444,TRUE,Actu,Extrême Droite - Réinformation,1958,FALSE,FALSE,|||,||||,Identitarian,5.768,8.647,1.415,3.939,7.996
611,Saphirnews.com,0.000393,"0,069365695",214991,TRUE,Actu,Gauche - Extrême Gauche,2002,TRUE,TRUE,|||,||||,,,,,,
612,Football.fr,0.000465,"0,069219019",2430000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,,,,,,
614,Santemagazine.fr,0.00095,"0,068811711",20260000,FALSE,Santé,Lifestyle – Santé – TV,1976,TRUE,FALSE,|||,||||,Leisure and Health,5.301,6.091,4.746,6.616,5.437
615,Armenews.com,0.000366,"0,068674387",799340,TRUE,Actu,Droite - Extrême Droite,1999,TRUE,TRUE,|||,||||,,,,,,
616,Al-Kanz.org,0.0003,"0,06858694",1199000,TRUE,Consommation,Gauche - Extrême Gauche,2008,FALSE,FALSE,|||,||||,,,,,,
617,Lerubicon.org,0.000637,"0,068269442",119540,TRUE,Actu,Droite - Extrême Droite,2021,FALSE,FALSE,|||,||||,,,,,,
618,Grazia.fr,0.00127,"0,06815227",12050000,FALSE,Lifestyle,Lifestyle – Santé – TV,1938,TRUE,FALSE,|||,||||,,,,,,
619,Programme.tv,0.000685,"0,068077466",36440000,FALSE,TV,Lifestyle – Santé – TV,2004,TRUE,FALSE,|||,||||,,,,,,
620,Hitek.fr,0.000526,"0,06771839",10960000,FALSE,Technologie,Divers,2013,FALSE,FALSE,|||,||||,,,,,,
622,Cqfd-Journal.org,0.000414,"0,06716086",18940,TRUE,Actu,Gauche - Extrême Gauche,2003,FALSE,FALSE,|||,||||,,,,,,
623,Ukrinform.fr,0.000315,"0,067074992",228664,TRUE,Actu,Divers,1918,FALSE,FALSE,|||,||||,,,,,,
624,Lesonunique.com,0.000258,"0,06700044",50044,FALSE,Musique,Divers,,FALSE,FALSE,|||,||||,,,,,,
625,Dayfr.com,0.000353,"0,066933191",710755,TRUE,Actu,Extrême Droite - Réinformation,2021,FALSE,FALSE,|||,||||,,,,,,
626,Rojinfo.com,0.000301,"0,066692916",5181,TRUE,Actu,Gauche - Extrême Gauche,2017,FALSE,FALSE,|||,||||,,,,,,
627,Lesviolets.com,0.000808,"0,066409574",3635000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
629,Goodplanet.info,0.000352,"0,065939408",278797,TRUE,Ecologie,Economique - Tech - Gaming,2005,FALSE,FALSE,|||,||||,NaN,4.794,4.97,6.335,7.782,4.003
630,Notretemps.com,0.000721,"0,065860567",14810000,FALSE,Lifestyle,Lifestyle – Santé – TV,1968,TRUE,TRUE,Bayard|||,Les Augustins de l’Assomption||||,IT & Consumer,5.465,5.109,5.956,7.314,4.945
631,Caminteresse.fr,0.00097,"0,065637675",24170000,FALSE,Sciences,Lifestyle – Santé – TV,1981,TRUE,FALSE,|||,||||,,,,,,
632,Cieletespace.fr,0.000484,"0,065530381",292187,FALSE,Sciences,Lifestyle – Santé – TV,,TRUE,TRUE,|||,||||,,,,,,
633,Cultureaddict.fr,0.000258,"0,065325752",5000,FALSE,Musique,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
634,Aisnenouvelle.fr,0.000706,"0,065306872",1535000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,La Voix du Nord SA|Groupe Rossel La Voix||,Famille Hurbain|Crédit agricole|||,,,,,,
635,Divulgation.fr,0.000276,"0,064635425",14215,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,,,,,,
637,Citizen-Light.fr,0.000349,"0,06396635",13724,TRUE,Actu,Extrême Droite - Réinformation,2022,FALSE,FALSE,|||,||||,,,,,,
638,Pokebip.com,0.000394,"0,063850385",5147000,FALSE,BD,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
639,Consoglobe.com,0.000818,"0,063760496",1232000,TRUE,Consommation,Economique - Tech - Gaming,2006,FALSE,FALSE,|||,||||,NaN,4.726,6.229,4.775,6.893,4.796
640,Girondins4Ever.com,0.000327,"0,063752361",6379000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
641,Courrierdesbalkans.fr,0.000707,"0,063633684",112955,TRUE,Actu,Gauche - Extrême Gauche,1998,TRUE,TRUE,|||,||||,,,,,,
642,Lebonbon.fr,0.000472,"0,063339437",3948000,FALSE,Lifestyle,Lifestyle – Santé – TV,2009,FALSE,FALSE,|||,||||,Leisure and Health,5.428,5.725,5.196,6.84,5.322
643,Histoiredupsg.fr,0.000275,"0,062938592",76886,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
644,Journalducm.com,0.000265,"0,062900821",197183,FALSE,Marketing,Economique - Tech - Gaming,,FALSE,FALSE,|||,||||,,,,,,
645,Lesnouvellesnews.fr,0.000346,"0,062665763",85086,TRUE,Actu,Gauche - Extrême Gauche,2009,TRUE,TRUE,|||,||||,,,,,,
646,Silicon.fr,0.000817,"0,062559344",456044,TRUE,Technologie,Economique - Tech - Gaming,2000,FALSE,FALSE,|||,||||,IT & Consumer,6.032,4.395,6.718,7.676,5.101
647,Revueconflits.com,0.000641,"0,062557221",442456,TRUE,Actu,Droite - Extrême Droite,2014,FALSE,FALSE,|||,||||,NaN,6.037,6.144,4.496,6.164,6.391
648,Nice-Provence.info,0.000522,"0,062402073",27925,TRUE,Actu_Locale,Extrême Droite - Réinformation,2014,FALSE,FALSE,|||,||||,,,,,,
649,Zataz.com,0.000502,"0,062296399",295915,TRUE,Technologie,Economique - Tech - Gaming,1999,FALSE,FALSE,|||,||||,,,,,,
650,Rugby-Addict.com,0.000382,"0,062206782",220878,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
651,Actu-Mag.fr,0.000261,"0,062058118",12986,TRUE,Actu,Lifestyle – Santé – TV,2011,FALSE,FALSE,|||,||||,,,,,,
652,E-Marketing.fr,0.000344,"0,061773892",611522,TRUE,Marketing,Economique - Tech - Gaming,1999,TRUE,FALSE,|||,||||,,,,,,
653,By-Jipp.blogspot.com,0.000281,"0,061602339",6755,TRUE,Actu,Extrême Droite - Réinformation,2000,FALSE,FALSE,|||,||||,,,,,,
654,Michelonfray.com,0.00031,"0,061600828",128945,TRUE,Actu,Extrême Droite - Réinformation,2014,FALSE,FALSE,|||,||||,,,,,,
655,A-Droite-Fierement.fr,0.000263,"0,061580647",44495,TRUE,Actu,Droite - Extrême Droite,2006,FALSE,FALSE,|||,||||,,,,,,
656,Revue-Elements.com,0.000381,"0,061485366",163902,TRUE,Actu,Droite - Extrême Droite,1968,TRUE,TRUE,|||,||||,,,,,,
657,Intelligenceonline.fr,0.003295,"0,060886654",323662,TRUE,Sécurité,Divers,1980,TRUE,TRUE,|||,||||,,,,,,
658,Lequotidiendusport.fr,0.000599,"0,060672584",184913,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
660,Citoyens-Et-Francais.fr,0.000268,"0,060406369",10229,TRUE,Actu,Droite - Extrême Droite,2012,FALSE,FALSE,|||,||||,,,,,,
661,Maire-Info.com,0.000403,"0,060381225",194650,TRUE,Administration,Extrême Droite - Réinformation,2012,TRUE,TRUE,|||,||||,NaN,5.442,4.729,6.301,7.778,4.707
