id,label,pageranks,twitter_score,audience_sw_apr_june24,Hard News,topic_niv1,clusters_legend,date_fusion,SPEL,CPPAP,ORG,PROPR,media_category,lrecon_23_mean,antielite_salience_23_mean,eu_position_23_mean,refugees_23_mean,galtan_23_mean
1,Bfmtv.com,0.019787,"48,17535702",237700000,TRUE,Actu,PQR - Sport - Météo,2005,TRUE,TRUE,CMA CGM|||,Rodolphe Saadé||||,Hyper-centre,5.696,5.459,5.48,6.948,5.456
2,Lemonde.fr,0.023539,"33,94791302",452200000,TRUE,Actu,Divers,1944,TRUE,TRUE,Groupe Le Monde|Le Monde libre||,Xavier Niel|Matthieu Pigasse|||,Centre,4.86,5.745,5.319,7.162,4.646
3,Leparisien.fr,0.018246,"33,92612425",146200000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe Les Échos - Le Parisien|LVMH||,Bernard Arnault||||,Hyper-centre,5.391,5.679,5.274,6.956,5.244
4,Francetvinfo.fr,0.021746,"21,23225888",169400000,TRUE,Actu,Divers,2016,TRUE,TRUE,France Télévision|Radio France||,République française||||,Hyper-centre,4.968,6.032,4.939,6.886,4.972
5,Lefigaro.fr,0.016732,"27,84091109",425500000,TRUE,Actu,Droite - Extrême Droite,1826,TRUE,TRUE,Groupe Dassault|||,Famille Dassault||||,Hyper-centre,5.647,6.195,4.558,6.332,5.924
6,Liberation.fr,0.010819,"21,73751131",75000000,TRUE,Actu,Gauche - Extrême Gauche,1973,TRUE,TRUE,Fonds de Dotation pour une Presse Indépendante|Altice||,Patrick Drahi||||,Centre,4.574,6.131,4.901,7.025,4.573
7,Fdesouche.com,0.000529,"20,24840727",14620000,TRUE,Actu,Droite - Extrême Droite,2005,FALSE,FALSE,|||,||||,Identitarian,6.141,8.697,1.202,3.65,8.559
8,Mediapart.fr,0.009131,"18,63899338",24660000,TRUE,Actu,Gauche - Extrême Gauche,2008,TRUE,TRUE,|||,||||,Left Wing,4.102,6.712,4.364,6.933,4.318
9,Ouest-France.fr,0.01453,"5,607162671",271700000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,|||,||||,Hyper-centre,5.176,5.611,5.401,7.09,4.946
10,Lepoint.fr,0.009606,"8,767427761",62140000,TRUE,Actu,Droite - Extrême Droite,1972,TRUE,TRUE,Groupe Sebdo-Le Point|Artémis||,François Pinault||||,Hyper-centre,5.582,6.127,4.669,6.441,5.796
11,Nouvelobs.com,0.007049,"8,550986452",25280000,TRUE,Actu,Gauche - Extrême Gauche,1964,TRUE,TRUE,Le Monde libre|Berlys Media|NJJ|,Madison Cox|Xavier Niel|||,Centre,4.777,6.088,4.906,6.935,4.793
12,Marianne.net,0.004548,"8,296187443",30660000,TRUE,Actu,Droite - Extrême Droite,1997,TRUE,TRUE,Czech Media Invest|||,Daniel Křetínský||||,Left Wing,5.283,6.693,3.987,6.114,5.876
13,Tf1Info.fr,0.00812,"5,206222724",103700000,TRUE,Actu,Divers,1994,TRUE,TRUE,Groupe TF1|Bouygues||,Famille Bouygues|Daniel Křetínský|||,NaN,5.406,6.199,4.62,6.482,5.635
14,Lesechos.fr,0.013165,"8,073565735",64680000,TRUE,Economie,Economique - Tech - Gaming,1908,TRUE,TRUE,Groupe Les Échos - Le Parisien|LVMH||,Bernard Arnault||||,Centre,5.539,5.384,5.624,7.101,5.196
15,Huffingtonpost.fr,0.006768,"7,987051439",62820000,TRUE,Actu,Lifestyle – Santé – TV,2005,TRUE,TRUE,Combat Solutions|Groupe Le Monde|Le Monde libre|,Matthieu Pigasse|Xavier Niel|||,Hyper-centre,4.925,6.253,4.675,6.732,5.079
16,Lejdd.fr,0.008689,"7,196939862",24420000,TRUE,Actu,Lifestyle – Santé – TV,1948,TRUE,TRUE,Lagardère News|Lagardère SA||,Arnaud Lagardère||||,Hyper-centre,5.136,5.648,5.353,7.117,4.926
17,Francebleu.fr,0.011694,"4,501002524",83270000,TRUE,Actu_Locale,PQR - Sport - Météo,2000,FALSE,FALSE,Radio France|||,République française||||,Hyper-centre,5.157,5.795,5.136,6.979,5.088
18,Valeursactuelles.com,0.001797,"6,839058514",12810000,TRUE,Actu,Droite - Extrême Droite,1966,TRUE,TRUE,Groupe Valmonde|Privinvest||,Akram Safa||||,Right Wing,6.236,7.858,2.281,4.464,7.953
19,Cnews.fr,0.004027,"6,406313441",82380000,TRUE,Actu,Extrême Droite - Réinformation,1999,TRUE,TRUE,Groupe Canal+|Vivendi||,Vincent Bolloré||||,PQR & Mag,5.782,7.184,3.263,5.368,6.86
20,Limportant.fr,0.00028,"6,253397511",169463,TRUE,Actu,Lifestyle – Santé – TV,2013,FALSE,FALSE,|||,||||,Centre,5.418,5.627,5.355,6.911,5.24
21,Actu.fr,0.006303,"6,034273119",161500000,TRUE,Actu,PQR - Sport - Météo,2017,TRUE,TRUE,|||,||||,PQR & Mag,5.239,5.851,5.049,6.889,5.225
22,Sudouest.fr,0.007746,"6,027519206",115300000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe Sud Ouest France|||,Famille Lemoine||||,PQR & Mag,5.139,5.976,4.936,6.795,5.187
23,Francesoir.fr,0.001648,"5,61849818",4925000,TRUE,Actu,Extrême Droite - Réinformation,1944,TRUE,TRUE,|||,||||,Centre,5.703,8.292,1.815,4.377,7.572
24,20Minutes.fr,0.007997,"3,479741714",202000000,TRUE,Actu,Divers,2002,TRUE,TRUE,Groupe Rossel La Voix|Groupe Rossel||,Crédit Agricole|Famille Hurbain|||,Hyper-centre,5.118,6.223,4.652,6.614,5.311
25,Lequipe.fr,0.010717,"5,527846372",216900000,FALSE,Sport,PQR - Sport - Météo,1946,TRUE,FALSE,|||,||||,Hyper-centre,5.242,5.887,5.051,6.847,5.206
26,Lexpress.fr,0.006373,"5,469025209",31080000,TRUE,Actu,Droite - Extrême Droite,1953,TRUE,TRUE,|||,||||,Hyper-centre,5.487,5.864,5.025,6.73,5.492
27,Radiofrance.fr,0.002621,"0,135533092",56030000,TRUE,Actu,Economique - Tech - Gaming,1975,FALSE,FALSE,|||,||||,NaN,4.765,5.644,5.463,7.314,4.459
28,Planetes360.fr,0.00039,"5,265833884",1341000,TRUE,Actu,Extrême Droite - Réinformation,2016,FALSE,FALSE,|||,||||,Right Wing,5.726,8.439,1.626,4.203,7.728
31,Ladepeche.fr,0.008234,"4,809539973",153900000,TRUE,Actu_Locale,PQR - Sport - Météo,1870,TRUE,TRUE,Groupe La Dépêche|||,Famille Baylet||||,Hyper-centre,5.182,6.414,4.386,6.423,5.536
32,Midilibre.fr,0.006685,"4,476923734",109400000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Les Journaux du midi|Groupe La Dépêche||,Famille Baylet||||,PQR & Mag,5.2,6.634,4.099,6.207,5.729
33,Lemediaen442.fr,0.000407,"4,318523826",1787000,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,NaN,5.692,8.464,1.605,4.211,7.69
34,Lavoixdunord.fr,0.006467,"4,271892653",39850000,TRUE,Actu_Locale,PQR - Sport - Météo,1941,TRUE,TRUE,La Voix du Nord SA|Groupe Rossel La Voix||,Famille Hurbain|Crédit agricole|||,Hyper-centre,5.077,6.02,4.869,6.846,5.158
35,Lecourrier-Du-Soir.com,0.000354,"4,255672974",186772,TRUE,Actu,Extrême Droite - Réinformation,2014,FALSE,FALSE,|||,||||,Right Wing,5.556,8.224,1.976,4.572,7.332
36,Lecourrierdesstrateges.fr,0.000438,"4,168853112",680881,TRUE,Actu,Extrême Droite - Réinformation,2018,FALSE,FALSE,|||,||||,NaN,5.709,8.394,1.674,4.268,7.665
37,Latribune.fr,0.005526,"4,008585049",15350000,TRUE,Actu,Economique - Tech - Gaming,1985,TRUE,TRUE,CMA CGM|||,Rodolphe Saadé||||,Centre,5.518,5.897,4.974,6.681,5.55
39,Courrierinternational.com,0.005465,"3,603640573",22890000,TRUE,Actu,Gauche - Extrême Gauche,1990,TRUE,TRUE,Groupe Le Monde|Le Monde libre||,Xavier Niel|Matthieu Pigasse|||,Centre,5.11,6.073,4.861,6.757,5.164
41,Europe1.fr,0.006791,"2,348614192",28560000,TRUE,Actu,Lifestyle – Santé – TV,1955,TRUE,TRUE,Lagardère News|Lagardère SA||,Arnaud Lagardère||||,Hyper-centre,5.546,6.169,4.621,6.435,5.791
42,Lopinion.fr,0.003243,"3,522020752",5028000,TRUE,Actu,Droite - Extrême Droite,2013,TRUE,TRUE,Groupe L’Opinion|||,Bernard Arnault|Claude Perdriel|Famille Bettencourt|Ken Fisher|Nicolas Beytout,Centre,6.101,5.541,5.302,6.711,5.962
43,Parismatch.com,0.004612,"3,493682577",30770000,FALSE,People,Lifestyle – Santé – TV,1949,TRUE,TRUE,LVMH|||,Bernard Arnault||||,PQR & Mag,5.545,6.182,4.624,6.428,5.787
44,La-Croix.com,0.005527,"3,161373418",20910000,TRUE,Actu,Droite - Extrême Droite,1883,TRUE,TRUE,Bayard|||,Les Augustins de l’Assomption||||,Centre,5.242,5.602,5.392,7.056,5.019
45,Letelegramme.fr,0.004977,"3,14647022",43280000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe Télégramme|||,Édouard Coudurier||||,PQR & Mag,5.125,5.313,5.778,7.343,4.687
46,Capital.fr,0.005713,"3,103172777",66460000,TRUE,Economie,Economique - Tech - Gaming,1991,TRUE,TRUE,Prisma Media|Vivendi||,Vincent Bolloré||||,,,,,,
47,France.tv,0.007961,"3,058734047",64440000,FALSE,TV,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,NaN,5.017,5.164,5.999,7.585,4.42
48,Jeanmarcmorandini.com,0.000793,"2,984681672",28010000,TRUE,Actu,Lifestyle – Santé – TV,2004,FALSE,FALSE,|||,||||,PQR & Mag,5.941,7.754,2.484,4.735,7.512
49,Publicsenat.fr,0.003753,"2,965041841",5289000,TRUE,Actu,Divers,2000,FALSE,FALSE,|||,République française||||,PQR & Mag,5.051,6.2,4.654,6.727,5.228
50,Bvoltaire.fr,0.000701,"2,901487968",6045000,TRUE,Actu,Droite - Extrême Droite,2012,TRUE,TRUE,|||,||||,Identitarian,6.282,8.265,1.741,4.074,8.355
51,Rtl.fr,0.009397,"2,822090247",45050000,TRUE,Actu,Lifestyle – Santé – TV,1966,TRUE,TRUE,Groupe M6|CMA CGM|RTL Group|,Rodolphe Saadé|Famille Mohn|||,Hyper-centre,5.403,6.278,4.523,6.419,5.688
52,Leprogres.fr,0.005115,"2,793624389",45280000,TRUE,Actu_Locale,PQR - Sport - Météo,1859,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.44,5.47,5.539,7.151,5.132
53,Legorafi.fr,0.000412,"2,679634781",1084000,TRUE,Humour,Extrême Droite - Réinformation,2012,FALSE,FALSE,|||,||||,PQR & Mag,4.745,6.391,4.581,6.768,4.913
54,Ledauphine.com,0.005279,"2,673291836",54260000,TRUE,Actu_Locale,PQR - Sport - Météo,1945,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.425,5.405,5.63,7.208,5.06
55,Rfi.fr,0.009289,"1,864341421",34830000,TRUE,Actu,Gauche - Extrême Gauche,1975,TRUE,TRUE,|||,||||,Centre,5.076,5.897,5.091,6.91,5.0
56,Afp.com,0.003467,"2,566878967",7342000,TRUE,Actu,Extrême Droite - Réinformation,1944,FALSE,FALSE,|||,||||,,,,,,
57,Reporterre.net,0.003756,"2,477138319",8682000,TRUE,Ecologie,Gauche - Extrême Gauche,1989,TRUE,TRUE,|||,||||,Left Wing,3.919,6.364,4.826,7.274,3.873
58,Reseauinternational.net,0.000745,"2,193800429",3152000,TRUE,Actu,Extrême Droite - Réinformation,2013,FALSE,FALSE,|||,||||,Revolutionary Right,5.753,8.427,1.639,4.198,7.741
59,France24.com,0.005646,"1,579698923",47160000,TRUE,Actu,Droite - Extrême Droite,2005,TRUE,TRUE,France Médias Monde|||,République française||||,Centre,5.134,6.082,4.849,6.732,5.203
60,Challenges.fr,0.005935,"2,167108212",19440000,TRUE,Economie,Economique - Tech - Gaming,1982,TRUE,TRUE,Groupe Perdriel|LVMH||,Bernard Arnault|Claude Perdriel|||,Centre,5.655,5.173,5.862,7.236,5.187
61,Humanite.fr,0.003016,"2,148482878",8914000,TRUE,Actu,Gauche - Extrême Gauche,1904,TRUE,TRUE,|||,||||,Left Wing,3.84,6.601,4.328,7.163,4.124
62,Laprovence.com,0.007353,"2,134889381",31720000,TRUE,Actu_Locale,PQR - Sport - Météo,1997,TRUE,TRUE,Groupe La Provence|CMA CGM||,Rodolphe Saadé||||,PQR & Mag,5.348,6.214,4.597,6.495,5.608
63,Lindependant.fr,0.00239,"2,105410858",112600000,TRUE,Actu_Locale,Lifestyle – Santé – TV,1846,TRUE,TRUE,Les Journaux du midi|Groupe La Dépêche||,Famille Baylet||||,PQR & Mag,5.366,6.789,3.846,5.972,6.058
65,Slate.fr,0.004976,"2,005534447",19900000,TRUE,Actu,Gauche - Extrême Gauche,1996,TRUE,TRUE,Lampsane Investissement SA|||,Ariane de Rothschild||||,Centre,4.898,5.781,5.285,7.129,4.691
66,Arte.tv,0.006797,"1,938026198",49450000,FALSE,Culture,Gauche - Extrême Gauche,1992,FALSE,FALSE,Arte Deutschland TV GmbH|Arte France||,Länder de république fédérale d'Allemagne|République française|||,Centre,4.666,5.792,5.343,7.288,4.393
67,Footmercato.net,0.002297,"1,928774242",115600000,FALSE,Sport,PQR - Sport - Météo,,TRUE,FALSE,|||,||||,NaN,5.286,6.734,4.016,6.139,5.837
68,Telerama.fr,0.003742,"1,835269625",17030000,FALSE,Culture,Gauche - Extrême Gauche,1947,TRUE,TRUE,Groupe Le Monde|Le Monde libre||,Xavier Niel|Matthieu Pigasse|||,Centre,4.471,5.842,5.292,7.327,4.231
69,Pgibertie.com,0.000346,"1,767308163",133278,TRUE,Actu,Extrême Droite - Réinformation,2015,FALSE,FALSE,|||,||||,NaN,5.71,8.504,1.514,4.185,7.751
70,Estrepublicain.fr,0.004791,"1,75818413",19120000,TRUE,Actu_Locale,PQR - Sport - Météo,1889,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.576,5.48,5.461,7.058,5.341
71,Arretsurimages.net,0.002407,"1,675268619",977628,TRUE,Actu,Gauche - Extrême Gauche,1995,TRUE,TRUE,|||,||||,NaN,3.841,6.659,4.511,7.213,3.93
72,Actu17.fr,0.003277,"1,647088585",4449000,TRUE,Actu_Locale,PQR - Sport - Météo,2015,FALSE,FALSE,|||,||||,PQR & Mag,5.976,7.531,2.796,4.933,7.397
73,Atlantico.fr,0.001437,"1,636797241",3935000,TRUE,Actu,Droite - Extrême Droite,2011,TRUE,TRUE,|||,||||,Right Wing,6.023,6.375,4.217,5.972,6.522
74,Linsoumission.fr,0.00031,"1,562570881",388659,TRUE,Actu,Gauche - Extrême Gauche,2020,FALSE,FALSE,|||,||||,NaN,3.363,7.537,3.644,6.967,3.835
75,Streetpress.com,0.001127,"1,436404919",1122000,TRUE,Actu,Gauche - Extrême Gauche,2002,TRUE,TRUE,|||,||||,Left Wing,3.959,6.568,4.585,7.199,4.03
76,Ripostelaique.com,0.000426,"1,426052786",1633000,TRUE,Actu,Droite - Extrême Droite,2007,FALSE,FALSE,|||,||||,Identitarian,6.098,8.685,1.196,3.675,8.482
77,Numerama.com,0.003822,"1,42508793",18450000,TRUE,Technologie,Economique - Tech - Gaming,2002,TRUE,FALSE,Humanoïd|Groupe EBRA||,Crédit Mutuel||||,Centre,5.222,5.729,5.307,7.027,5.017
78,Anguillesousroche.com,0.000359,"1,395697971",210983,TRUE,Actu,Extrême Droite - Réinformation,2019,FALSE,FALSE,|||,||||,NaN,5.718,8.473,1.568,4.173,7.763
79,Policeetrealites.com,0.000282,"1,392260433",561738,TRUE,Sécurité,PQR - Sport - Météo,2018,FALSE,FALSE,|||,||||,NaN,6.195,8.177,1.858,4.124,8.221
80,Nicematin.com,0.006711,"1,37460122",19350000,TRUE,Actu_Locale,Lifestyle – Santé – TV,1944,TRUE,TRUE,NJJ|Fonds pour l'indépendance de la presse||,Xavier Niel||||,PQR & Mag,5.714,6.348,4.363,6.214,6.108
81,Causeur.fr,0.000952,"1,363547509",3910000,TRUE,Actu,Droite - Extrême Droite,2007,TRUE,TRUE,|||,||||,Right Wing,6.269,7.446,2.787,4.844,7.668
82,Lamontagne.fr,0.0027,"1,334637035",25260000,TRUE,Actu_Locale,PQR - Sport - Météo,1919,TRUE,TRUE,Groupe La Montagne|||,Fondation Varenne||||,Hyper-local (East),5.065,5.618,5.31,7.221,4.897
83,Alternatives-Economiques.fr,0.001031,"0,963897142",1362000,TRUE,Economie,Gauche - Extrême Gauche,1980,TRUE,TRUE,|||,||||,Left Wing,3.79,6.029,5.191,7.605,3.562
84,K-Gen.fr,0,"1,287183386",2366000,FALSE,Musique,Divers,,FALSE,FALSE,|||,||||,,,,,,
85,Sciencesetavenir.fr,0.003296,"1,282982809",7434000,TRUE,Sciences,Divers,1947,TRUE,TRUE,Groupe Perdriel|LVMH||,Bernard Arnault|Claude Perdriel|||,,,,,,
86,Mediavenir.fr,0.00026,"1,270762828",818962,TRUE,Marketing,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,,,,,,
87,Epochtimes.fr,0.000426,"1,191383318",617262,TRUE,Actu,Extrême Droite - Réinformation,2005,FALSE,FALSE,|||,||||,Right Wing,5.773,8.23,1.849,4.346,7.643
88,30Millionsdamis.fr,0.000944,"1,179058059",771300,FALSE,Animaux,Lifestyle – Santé – TV,,FALSE,FALSE,|||,||||,NaN,4.972,6.647,4.217,6.343,5.388
89,Aa.com.tr /fr,0.000384,"1,163531067",37320000,TRUE,Actu,Extrême Droite - Réinformation,1920,FALSE,FALSE,|||,||||,,,,,,
90,Cafepedagogique.net,0.001201,"1,159824325",2186000,TRUE,Education,Gauche - Extrême Gauche,2001,FALSE,FALSE,|||,||||,NaN,3.674,6.252,4.951,7.616,3.541
91,Tv5Monde.com,0.002379,"1,150732106",10460000,TRUE,Actu,Gauche - Extrême Gauche,1984,FALSE,FALSE,France Médias Monde|France Télévision||,République française||||,Centre,5.426,4.94,6.22,7.578,4.712
92,Gala.fr,0.002096,"1,129406077",87400000,FALSE,People,Lifestyle – Santé – TV,1993,TRUE,FALSE,Groupe Dassault|||,Famille Dassault||||,Leisure and Health,5.519,7.032,3.554,5.714,6.376
93,Monde-Diplomatique.fr,0.002645,"1,100587684",2690000,TRUE,Actu,Gauche - Extrême Gauche,1954,TRUE,TRUE,Association Günter-Holzmann|Groupe Le Monde|Les Amis du Monde diplomatique|Le Monde libre,Association Günter-Holzmann|Xavier Niel|Matthieu Pigasse||,Left Wing,4.103,6.974,4.04,6.785,4.472
94,Crowdbunker.com,0.00062,"1,09420186",8367000,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,NaN,5.586,8.551,1.486,4.215,7.606
95,Theconversation.com,0.008834,"1,057284378",52480000,TRUE,Sciences,Economique - Tech - Gaming,2011,TRUE,TRUE,|||,||||,Centre,4.832,5.217,5.995,7.646,4.22
96,Lyonmag.com,0.001005,"1,034913845",7040000,TRUE,Actu_Locale,Divers,1995,TRUE,TRUE,|||,||||,Right Wing,5.455,6.489,4.234,6.174,5.949
97,Off-Investigation.fr,0.000438,"1,01010338",193002,TRUE,Actu,Gauche - Extrême Gauche,2021,TRUE,TRUE,|||,||||,NaN,4.688,7.677,2.957,5.771,5.751
98,Lanouvellerepublique.fr,0.003776,"0,714134779",18320000,TRUE,Actu_Locale,Divers,1944,TRUE,TRUE,|||,||||,,,,,,
99,Varmatin.com,0.003538,"0,982295291",14210000,TRUE,Actu_Locale,PQR - Sport - Météo,1946,TRUE,TRUE,NJJ|Fonds pour l'indépendance de la presse||,Xavier Niel||||,PQR & Mag,5.62,6.433,4.266,6.165,6.093
100,Disclose.ngo,0.001332,"0,940465898",160334,TRUE,Actu,Gauche - Extrême Gauche,2018,FALSE,FALSE,|||,||||,NaN,4.159,6.896,4.104,6.764,4.531
101,Qactus.fr,0.000345,"0,937008304",692419,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,NaN,5.809,8.541,1.464,4.018,7.91
102,Basta.media,0.001576,"0,931208433",1828000,TRUE,Actu,Gauche - Extrême Gauche,2008,TRUE,TRUE,|||,||||,NaN,3.593,6.656,4.548,7.305,3.658
103,I24News.tv,0.000804,"0,669688885",18350000,TRUE,Actu,Extrême Droite - Réinformation,2013,FALSE,FALSE,Altice|||,Patrick Drahi||||,NaN,5.695,6.89,3.646,5.627,6.514
104,Qg.media,0.000303,"0,906241635",130970,TRUE,Actu,PQR - Sport - Météo,2019,TRUE,TRUE,|||,||||,NaN,4.774,7.82,2.717,5.562,5.964
105,Dna.fr,0.002642,"0,899526795",10790000,TRUE,Actu_Locale,PQR - Sport - Météo,1877,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.441,5.25,5.801,7.317,4.995
106,Eurosport.fr,0.003809,"0,896035376",83740000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
107,Limportante.fr,0.00031,"0,891873468",7338,TRUE,Actu,Lifestyle – Santé – TV,2013,FALSE,FALSE,|||,||||,,,,,,
108,fr.Euronews.com,0.00261,"0,866731167",8980000,TRUE,Actu,Divers,1993,FALSE,FALSE,|||,||||,Centre,5.278,6.164,4.691,6.554,5.459
109,Sofoot.com,0.002876,"0,864870299",30500000,FALSE,Sport,PQR - Sport - Météo,2003,FALSE,FALSE,|||,||||,PQR & Mag,4.494,6.146,4.866,7.083,4.503
110,Lecanardenchaine.fr,0.000673,"0,862344788",337511,TRUE,Actu,Lifestyle – Santé – TV,1915,FALSE,FALSE,|||,||||,,,,,,
111,Futura-Sciences.com,0.004024,"0,861378437",33770000,FALSE,Sciences,Economique - Tech - Gaming,2001,FALSE,FALSE,|||,||||,Hyper-centre,5.301,6.073,4.792,6.625,5.407
112,fr.Sott.net,0.000348,"0,854542056",290079,TRUE,Actu,Extrême Droite - Réinformation,2002,FALSE,FALSE,|||,||||,Alternative Health,5.582,8.409,1.744,4.409,7.48
113,Bienpublic.com,0.003193,"0,846278951",9193000,TRUE,Actu_Locale,PQR - Sport - Météo,1996,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.561,5.731,5.177,6.814,5.487
114,Charliehebdo.fr,0.000915,"0,833322091",646771,TRUE,Humour,Gauche - Extrême Gauche,1970,TRUE,TRUE,|||,||||,PQR & Mag,4.932,5.705,5.317,7.136,4.752
115,Businessbourse.com,0.000347,"0,809695906",1066000,TRUE,Economie,Extrême Droite - Réinformation,1987,FALSE,FALSE,|||,||||,Revolutionary Right,5.707,8.329,1.759,4.358,7.63
116,Wynfoot.fr,0.000258,"0,801768949",25913,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
117,Frandroid.com,0.002672,"0,779974588",37890000,FALSE,Technologie,Economique - Tech - Gaming,2007,TRUE,FALSE,Humanoïd|Groupe EBRA||,Crédit Mutuel||||,IT & Consumer,5.539,5.921,4.939,6.64,5.594
118,Ozap.com,0.002638,"0,752214415",14000000,FALSE,TV,Lifestyle – Santé – TV,2002,TRUE,FALSE,|||,||||,Centre,5.357,6.034,4.9,6.661,5.416
119,Cogiito.com,0.000406,"0,751633689",5000,TRUE,Actu,Extrême Droite - Réinformation,2020,FALSE,FALSE,|||,||||,,,,,,
120,Apar.tv,0.000317,"0,750884065",514613,TRUE,Actu,Extrême Droite - Réinformation,2008,FALSE,FALSE,|||,||||,NaN,5.522,8.306,1.885,4.516,7.333
121,Trashtalk.co,0.000498,"0,722967294",9229000,FALSE,Sport,PQR - Sport - Météo,,FALSE,FALSE,|||,||||,,,,,,
122,Profession-Gendarme.com,0.000451,"0,707584231",692060,TRUE,Actu,Extrême Droite - Réinformation,2013,FALSE,FALSE,|||,||||,NaN,5.739,8.62,1.362,4.007,7.9
123,Lalettre.fr,0.004299,"0,70255411",,TRUE,Actu,Divers,1978,,,|||,||||,,,,,,
124,Republicain-Lorrain.fr,0.00232,"0,690995697",10500000,TRUE,Actu_Locale,PQR - Sport - Météo,1919,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.309,5.385,5.68,7.344,4.928
125,Journaldugeek.com,0.00136,"0,677777054",19510000,FALSE,Technologie,Economique - Tech - Gaming,2004,FALSE,FALSE,|||,||||,IT & Consumer,5.524,5.751,5.156,6.77,5.446
126,Lesjours.fr,0.001556,"0,666941135",607375,TRUE,Actu,Gauche - Extrême Gauche,2016,TRUE,TRUE,|||,||||,Left Wing,4.187,5.927,5.248,7.471,3.948
127,Contrepoints.org,0.000914,"0,66668185",766396,TRUE,Actu,Economique - Tech - Gaming,2008,FALSE,FALSE,|||,||||,Right Wing,6.2,6.733,3.703,5.546,6.984
128,Euractiv.fr,0.002381,"0,663986863",1229000,TRUE,Actu,Droite - Extrême Droite,1999,FALSE,FALSE,|||,||||,NaN,5.366,6.01,4.852,6.649,5.476
129,Courrier-Picard.fr,0.001029,"0,654539664",5506000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,La Voix du Nord SA|Groupe Rossel La Voix||,Famille Hurbain|Crédit agricole|||,PQR & Mag,5.248,5.955,4.913,6.801,5.313
130,Infodujour.fr,0.000313,"0,654335822",124280,TRUE,Actu,Extrême Droite - Réinformation,2015,TRUE,TRUE,|||,||||,,,,,,
132,Politis.fr,0.001249,"0,638410553",651671,TRUE,Actu,Gauche - Extrême Gauche,1988,TRUE,TRUE,|||,||||,Left Wing,3.52,6.685,4.538,7.359,3.57
133,Guyboulianne.info,0.000325,"0,504699271",43088,TRUE,Actu,Extrême Droite - Réinformation,2022,FALSE,FALSE,|||,||||,NaN,5.836,8.485,1.532,4.081,7.889
134,Lelibrepenseur.org,0.000358,"0,601293314",653184,TRUE,Actu,Extrême Droite - Réinformation,2010,FALSE,FALSE,|||,||||,Alternative Health,5.69,8.489,1.552,4.202,7.709
135,Blast-Info.fr,0.00149,"0,589215833",1886000,TRUE,Actu,Gauche - Extrême Gauche,2021,TRUE,TRUE,|||,||||,NaN,4.025,7.066,3.968,6.754,4.433
136,Europe-Israel.org,0.000315,"0,588185823",19027,TRUE,Actu,Droite - Extrême Droite,2010,FALSE,FALSE,|||,||||,Identitarian,5.968,8.178,1.893,4.307,7.88
137,Lequotidiendumedecin.fr,0.000949,"0,587957882",2166000,TRUE,Santé,Extrême Droite - Réinformation,1971,TRUE,FALSE,|||,||||,PQR & Mag,5.528,5.798,5.043,6.763,5.503
138,Geo.fr,0.007742,"0,586886551",40520000,FALSE,Sciences,Divers,1979,TRUE,TRUE,Prisma Media|Vivendi||,Vincent Bolloré||||,,,,,,
139,Frontpopulaire.fr,0.000584,"0,582597538",909907,TRUE,Actu,Extrême Droite - Réinformation,2020,TRUE,TRUE,|||,||||,NaN,6.023,7.604,2.641,4.88,7.48
140,Putsch.media,0.000307,"0,581803831",238161,TRUE,Actu,Extrême Droite - Réinformation,2006,TRUE,TRUE,|||,||||,PQR & Mag,5.651,8.201,1.934,4.465,7.453
141,Public.fr,0.000745,"0,577998523",20110000,FALSE,People,Lifestyle – Santé – TV,2003,TRUE,FALSE,|||,||||,Leisure and Health,5.542,7.29,3.244,5.445,6.596
142,Lalsace.fr,0.001744,"0,573744745",7821000,TRUE,Actu_Locale,PQR - Sport - Météo,1944,TRUE,TRUE,Groupe EBRA|||,Crédit Mutuel||||,Hyper-local (East),5.363,5.69,5.296,7.01,5.191
